title,image_url,permalink,background,ingredients,instructions,tips,remarks
グリル大阪ナスとシラスのボリュームサラダ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/P5239502-e1557394821987.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/ad99c6e832a4dd0221079e462eaa96ee-scaled-e1585740583569.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/1a6ad3c56733fee3a353604320e5b7b2-scaled-e1585742380718.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/2b58af331ac7655955961fae155fcb43-scaled-e1585742419162.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/0c5c8ef3a6f53c34457acb3c75aea6de-scaled-e1585742494757.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/1a069e223ff3f5cd0dbf70d51f931444-scaled-e1585742580688.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/IMG_8546-scaled-e1585743344100.jpg,https://www.osakafoodstyle.com/recipe/grilledeggplantsalad/,3月下旬から7月頃にかけて旬を迎える「大阪ナス」を主役にしたボリュームのあるサラダです。浸し地に入れたまま作り置きすることで味がよく染み込み、家庭での定番にぴったりの一品です。,ナス 3本 / 釜揚げシラス 50g / レタス 1/2個 / ごま油 大さじ1/2〜1 / 白すりごま 大さじ4 / 酢（浸し地） 大さじ2 / 濃口しょうゆ（浸し地） 大さじ1/2 / 砂糖（浸し地） 大さじ1/2,"ナスは皮目に縦に切り込みを数本入れ(火通りをよくするため)、ヘタをとって縦半分に切る。レタスは4cm角にちぎる(包丁で切った方が見栄えはきれいです)。
魚焼きグリル(またはトースター)に切り口を上にしてナスに入れ、ごま油を表面に塗る。柔らかくなるまで5〜10分焼く。
2.のナスを一口大に切り、容器に入れて浸し地と合わせる(この工程で2日冷蔵保存可)。大皿にレタスを盛り、ナス、ナスの浸し地を回しかけ、シラスとゴマを全体に散らす。",浸し地と合わせた段階で冷蔵庫で2日間保存可能です。時間を置くとより味がなじみます。また、ゴマは乾煎りすることで香りが強くなり、美味しさが引き立ちます。,ごま油なしでも美味しくいただけますが、お好みの油でアレンジも可能です。濃口しょうゆを薄口しょうゆに変更する場合は、塩分のバランスを考えシラスの量を40gに調整してください。
ふきの茎の水煮と蕗味噌,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/b64dbc4a2a46c7538f79e465c6e7bd31-e1586760081606.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/DSCN9973-e1586760203770.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/IMG_8412-scaled-e1586845035991.jpg,https://www.osakafoodstyle.com/recipe/boiledbutterburstem/,大阪の春を告げる野菜「ふき」。泉佐野市は一大産地であり、デトックス作用がある健康にも美容にも良い食材です。かつてはタケノコとの含め煮が定番でしたが、現在は下処理の手間から家庭で茹でる方が少なくなっています。季節の味をぜひ家庭で楽しんでください。,ふき 1束 / 塩 大さじ1 / 厚手のビニル袋 1枚 / みそ 大さじ5 / 砂糖 大さじ2.5 / みりん 大さじ2.5 / 油 適量,"ふきは葉と茎を切り分ける（ハサミを使うとよい）。葉は蕗味噌用に取っておき、茎は長さを4等分に切る。
厚手のビニル袋にふきと塩を入れ、軽く口を閉じる。両手で袋をはさみ、ふき全体に塩を刷り込ませる。
直径が一番長いフライパンを用意し、たっぷりの水を入れて沸かす。2.のふきを入れ、2分茹でる。
トングで細い茎から取り出し、太い茎が柔らかくなっていることを確認したら、ザルにあげ、水をはったボウルにさらし、冷やす。
茎を1本持って、端から皮を3cmほどむいていく。バナナの皮をむくように、ぐるりと1周剥けたら、全ての皮をもち、反対側へ引っ張って皮をむく。
【蕗味噌】ふきの葉（1束分）は粗くみじん切りにする。熱したフライパンに油をひき、葉がしんなりするまで炒める。
【蕗味噌】みそ・砂糖・みりんを全て入れ、なめらかになるまで混ぜながら煮詰める。",茹でる際は、家にある中で最も直径の長いフライパンを使うと長い茎も扱いやすくなります。茹で上がりの判断は、太い茎が柔らかくなっているかどうかで確認し、茹ですぎないよう細いものから順に取り出すのがポイントです。皮を剥く時は、最初に端を3cmほど全周剥いてから、まとめて引っ張ると一気に綺麗に剥けます。,下茹でした茎は、お浸しなどの料理に使用してください。すぐに使わない場合は、たっぷりの水に浸した状態で冷蔵保存し、3日以内に使い切りましょう。
ふきのお浸し,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/d863fb02b944510c9c4f537b0ed5aae6.jpg,https://www.osakafoodstyle.com/recipe/butterbur/,大阪は全国でも有数のふきの産地で、タケノコと共に含めていただく料理が主流でした。今回はふきの最も定番料理をご紹介します。,ふきの茎 1束分 / 油揚げ 1枚 / 熱湯 150cc（浸し地） / 昆布 2g（浸し地） / 削り節 2g（浸し地） / 薄口しょうゆ 大さじ1/2（浸し地） / みりん 大さじ1（浸し地）,"浸し地を作る。耐熱容器に浸し地の材料を入れ、蓋をして15分おく。
食材を準備する。油揚げは熱湯を回しかけて、表面の油をとる。(または流水のぬるま湯で軽く揉み洗いする) ふきの茎は長さ4cmに切る。
浸す。浸し地に2.を入れて、冷蔵庫で30分以上ひたす。",できたてホヤホヤは味がしみていないので、30分以上置いてからお召し上がりください。一晩置いた方が味がよくしみておすすめです。,ふきの下処理（茹で方）に関しては、専用の解説ページや動画を参考にしてください。
たけのこごはん,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/89a33c057487479e78bd8b153e163202.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/1140166-scaled-e1587250759521.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/59f4ed14e5d4797c53175ceda4350658.jpg,https://www.osakafoodstyle.com/recipe/bambooshootsrice/,タケノコ農家が手塩にかけて育てた素材そのものの味を存分に楽しめる、不動の人気を誇る定番料理です。タケノコ料理を始めるにあたり、まず最初にマスターしたい一品として紹介されています。,たけのこ 200g(穂先〜中心部) / 米 2合 / 油揚げ 1/2枚 / a(薄口しょうゆ・みりん 大さじ2) / 昆布（炊飯用）,"タケノコの穂先部分はなるべく薄くくし切りにする。中心部は短冊切りにする。
ボウルにaと切ったタケノコを入れ、10分漬け込む。待っている間に米を洗い、ザルにあげておく。
油揚げは熱湯を回しかけて表面の油をとる。（または流水のぬるま湯で軽く揉み洗いする）クルクルまいて、端から細切りにし、先端からまた細かく切って、米粒より小さいみじん切りを作る。
炊飯器の内釜に米、水300cc、1.で準備したタケノコを汁ごと、2.の油揚げ、最後に昆布を上にのせ、普通に炊く。",油揚げは必ず米粒より小さく刻んでください。大きくなると米粒より目立ってしまい、タケノコの旨味がしっかりとしみた状態を損なう原因になります。,炊けたら昆布を取り出し、全体を大きく混ぜてからよそってください。
なすの丸煮,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/00e8aa77a3ecd9ceeb7a41b0e4e079c8.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/04/IMG_8710-e1587978069657.jpg,https://www.osakafoodstyle.com/recipe/wholeeggplantsimmered/,旬のナスをたくさん買い込んだ日に最適な、作り置きができる煮物です。作り立ての温かい状態はもちろん、一晩冷やしても美味しくいただけます。,大阪なす 5本(500g) / 桜えび 大さじ3 / 油 大さじ1 / 薄口しょうゆ 大さじ2 (煮汁) / 砂糖 大さじ1 (煮汁) / みりん 大さじ1 (煮汁) / 水 200cc,"ナスはガクとヘタを取り、縦に何本か切り込みを入れ、半分に切る。フライパンを熱し、油を入れ、大阪なすを押しながら両面焼く。
【厚手の鍋で作る場合】鍋に水200cc、煮汁の材料、ナスを入れ、蓋をする。強火で加熱し、沸騰したら弱火にして10分煮込む。
【行平鍋を使う場合】鍋に水200cc、煮汁の材料、ナスを入れる。アルミ箔の落し蓋と重めのお皿をのせる。強火で加熱し、沸騰したら弱火にして10分煮込む。
途中蓋を開け、煮汁が多くなっていたら、蓋をせずに、落し蓋をして、煮込む。",茄子に圧をかけて煮てください。,たくさん届いたナスを消費したい時におすすめのレシピです。保存がきくため、常備菜として重宝します。
米粉アーモンドケーキ,nan,https://www.osakafoodstyle.com/recipe/%e7%b1%b3%e7%b2%89%e3%82%a2%e3%83%bc%e3%83%a2%e3%83%b3%e3%83%89%e3%82%b1%e3%83%bc%e3%82%ad/,小麦粉と乳製品を使わず、米粉と菜種油、そしてアーモンドプードルを使って、ほろっとした食感とたっぷり使ったアーモンドが芳しく香るケーキになりました。バターを使わないから、電動泡立て器を使わず、ぐるぐる混ぜて焼くだけの手軽さです。,卵 2個 / 砂糖 100g / 油 60g / 米粉 80g / アーモンドプードル 80g / ベーキングパウダー 小さじ1/2,"ボウルに卵と砂糖を入れ、泡立て器でしっかり混ぜる。
少しずつ油を注ぎ、乳化させるようにさらにしっかり混ぜる。
米粉、アーモンドプードル、ベーキングパウダーをふるいながら加え、ゴムベラで切るように混ぜる。
型に生地を入れて、180度に温めたオーブンで20〜25分焼く。",油を加える際は、少しずつ注ぎながら「乳化」させるようにしっかり混ぜ合わせることで、生地が分離せず綺麗に仕上がります。,小麦粉・乳製品不使用。粉類（米粉、アーモンドプードル、ベーキングパウダー）はあわせてふるっておくと作業がスムーズです。
市販の板チョコでチョコケーキ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/dd65c9eff909d207def4033b2304146f.jpg,https://www.osakafoodstyle.com/recipe/%e5%b8%82%e8%b2%a9%e3%81%ae%e6%9d%bf%e3%83%81%e3%83%a7%e3%82%b3%e3%81%a7%e3%83%81%e3%83%a7%e3%82%b3%e3%82%b1%e3%83%bc%e3%82%ad/,市販の板チョコレートとクルミを使用した、家庭で手軽に作れる本格的なチョコレートケーキです。,板チョコレート 200g(4枚) / 無塩バター 90g / 卵 2個 / 砂糖 50g / 薄力粉 50g / 刻んだクルミ 50g,"ボウルに細かく刻んだチョコレート、バターを入れ、約50～55℃のお湯で湯せんにかけて溶かす。クルミは粗く刻んでおく。オーブンは180℃に予熱しておく。
1.のボウルに溶いた卵を入れ、泡立て器でよく混ぜる。砂糖を入れて混ぜ、ふるった薄力粉、クルミも加えてゴムべらで軽く混ぜる。
型に流し、180℃のオーブンで25～30分焼く。あら熱がとれたら型からはずし、好みの大きさにカットする。",チョコレートを溶かす際は50〜55℃の温度を守り、粉類を加えた後はゴムべらでさっくりと軽く混ぜ合わせることで食感よく仕上がります。,お好みで粉糖を振ったり、ホイップクリームを添えても美味しく召し上がれます。
生トマトと鶏のスパイスカレー,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/1-e1588654410480.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/3ed90d848b1cd5d152fda57b08e1e1e1-scaled-e1588654535648.jpg,https://www.osakafoodstyle.com/recipe/spicecurrypraisedbyindian1/,インド人の方に振る舞い絶賛された、ドライの粉末スパイスと生トマトを使用した本格的なスパイスカレーです。,鶏もも肉 1枚(250〜300g) / 塩麹 大さじ1 / トマト 1個(100g) / 玉ねぎ 1/2個(100g) / おろしニンニク 1片分 / おろし生姜 適宜 / 塩 小さじ3/4 / ヨーグルト 100g / コリアンダー 小さじ1 / ターメリック 小さじ1 / クミン 小さじ1,"鶏肉は皮を剥ぎ、一口大に切る。ポリ袋に塩麹を揉み込む。玉ねぎは皮をむいてみじん切り、トマトはヘタをとってざく切りにする。
フライパンに油を熱し、玉ねぎとニンニク、生姜を入れて強めの中火で炒める。底に焦げ付きそうになったら、水をさして、焦げを剥がして玉ねぎに絡めながら炒める。玉ねぎが茶色っぽくなるまで5〜8分炒める。トマトを加えて、さらに2分炒める。
弱火にして、スパイスと塩を入れて、炒め合わせ、鶏肉を汁ごと加える。2分ほどしっかり炒めたら、水100ccを入れ、蓋をして強火にする。沸騰したら弱火に落とし、5分煮込む。
蓋をあけ、ややとろみがつくまで中火で沸騰させて水分を飛ばしたら、ヨーグルトを加え、温めて火を消す。",鶏肉は前日に仕込んでおいた方がより柔らかくなります。また、玉ねぎの炒め時間を短縮したい場合は、みじん切りにした玉ねぎを耐熱皿に広げ、ラップをせずに1000wの電子レンジで3分加熱してから炒め始めてください。,スパイスは全てドライの粉末を使用します。
インド人に褒められたスパイスカレー 第2弾：ホールトマトと鶏のスパイスカレー,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/1-e1588654410480.jpg,https://www.osakafoodstyle.com/recipe/spicecurrypraisedbyindian2/,インド人に「So yummy！」と何度も褒められた、ドライの粉末スパイスで作る本格的なカレーです。,鶏もも肉 1枚(250〜300g) / 塩麹 大さじ1 / ホールトマト(缶) 1/2量(200g) / 玉ねぎ 1/2個(100g) / おろしニンニク 1片分 / おろし生姜 適宜 / 塩 小さじ3/4 / ヨーグルト 100g / コリアンダー 小さじ1 / ターメリック 小さじ1 / ガラムマサラ 小さじ1,"鶏肉は皮を剥ぎ、一口大に切る。ポリ袋に塩麹を揉み込む。玉ねぎは皮をむいてみじん切りにする。
フライパンに油を熱し、玉ねぎとニンニク、生姜を入れて強めの中火で炒める。底に焦げ付きそうになったら、水をさして、焦げを剥がして玉ねぎに絡めながら炒める。玉ねぎが茶色っぽくなるまで5〜8分炒める。ホールトマトを加えて、木べらで形を崩しながら、さらに2分炒める。
弱火にして、スパイスと塩を入れて、炒め合わせ、鶏肉を汁ごと加える。2分ほどしっかり炒めたら、水100ccを入れ、蓋をして強火にする。沸騰したら弱火に落とし、5分煮込む。
蓋をあけ、ややとろみがつくまで中火で沸騰させて水分を飛ばしたら、ヨーグルトを加え、温めて火を消す。",鶏肉は前日に塩麹を仕込んでおいた方が、より柔らかくなります。また、玉ねぎを炒める時間を短縮したい場合は、耐熱皿にみじん切りを広げ、ラップをせずに1000wで3分電子レンジ加熱しておくのがコツです。,食べる日の前日に鶏肉の仕込みを行っておいても構いません。次の日に食べると全体の味がなじんでおいしくなりますが、作り立てもまた違った味わいで美味しいです。
ホールトマトと鶏のみそキーマカレー,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/IMG_8759-scaled-e1588659764894.jpg,https://www.osakafoodstyle.com/recipe/spicecurrypraisedbyindian3/,インド人の方を夕食に招待した際に「So yummy！」と何度も絶賛された、ドライ粉末のスパイスで仕上げる本格的な味わいのカレーです。,鶏ひき肉 200g / ホールトマト缶 1/2量(200g) / 玉ねぎ 1個(200g) / おろしニンニク 1片分 / おろし生姜 適宜 / 米みそ 60g / コリアンダー 小さじ1/2 / ターメリック 小さじ1/2 / ガラムマサラ 小さじ1/2,"玉ねぎは皮をむいてみじん切りにする。
フライパンに油を熱し、玉ねぎとニンニク、生姜を入れて強めの中火で炒める。底に焦げ付きそうになったら、水をさして、焦げを剥がして玉ねぎに絡めながら炒める。玉ねぎが茶色っぽくなるまで5〜8分炒める。
スパイスを加えて、しっかり混ぜ、ホールトマトを加えて、木べらで果肉を潰しながら5分ほど、弱めの中火で水分が半量になるまで煮込む。
味噌を入れて、全体を大きく混ぜたら出来上がり。",炒める時間を短縮したい場合、玉ねぎを電子レンジで事前に加熱しておくとスムーズです。耐熱皿に玉ねぎのみじん切りを広げ、ラップをせずに1000wで3分加熱してください。,白味噌以外の味噌を使用してください。味噌は種類によって塩分が異なるため、味見をして塩気が足りなければ少し足して調整してください。翌日に食べると、さらにまろやかになります。
カツオの竜田揚げ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/abb9d3f574c1f0951961d54da3ea5959.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/a6b2d5ade6ada57fceb596282ed65e49.jpg,https://www.osakafoodstyle.com/recipe/deep-friedbonitos/,「カツオ」が「勝男」に通ずることから、こどもの日に縁起のいい食べ物とされてきました。漬けにしたカツオに薬味を加えて揚げ焼きにすることで、さらに力がつく一品になります。,カツオ(刺身用) 1節(250g) / 片栗粉 適宜 / しょうゆ 大さじ1 / 酒 大さじ1 / 砂糖 小さじ1 / おろしニンニク 1かけ分 / おろしショウガ 1かけ分,"カツオは1.5cm幅に切る。ポリ袋に漬けダレの材料（しょうゆ、酒、砂糖、おろしニンニク、おろしショウガ）を合わせて混ぜ、カツオを入れて、優しく揉み込む。空気を抜いて封をし、冷蔵庫で15分〜1晩置く。
1.のカツオの汁気を軽く切る。片栗粉を薄くまぶす。
フライパンに油を深さ1cm注ぎ、中火にかける。1分後、菜箸で全体を大きく混ぜて温度を均一にしたら、2.のカツオを入れて、両面1分ずつ揚げ焼きにする。",2分以上揚げてしまうと、身がパサつくので注意してください。ニンニクを抜いても美味しく食べられます。,工程1の状態のまま、漬け丼として食べることも可能です。おろしニンニクはお好みで抜いても構いません。
餅入りロールキャベツ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/862f7dfbe499ef06f60c339c271a8112.jpg,https://www.osakafoodstyle.com/recipe/rollcabbage/,鏡開きの時期に余った鏡餅を活用するアイデアレシピ。2014年にFMCOCOLOに出演した際にも紹介された、鶏挽肉と白みそベースの和風ロールキャベツです。,キャベツの葉：8枚 / 鶏挽肉：150g / 塩こしょう：適量 / 酒：大さじ1 / 餅（普通サイズ）：2～4個分 / A（昆布だし）：400cc / A（薄口しょうゆ）：小さじ1 / A（みりん）：小さじ1 / 白みそ：大さじ2,"キャベツの葉をゆでてしんなりさせる。巻きやすいように、芯をそぐ。
ボウルに鶏挽肉、塩こしょうを入れ、粘りが出るまで良く混ぜたら、酒、1.でそいだ芯の粗みじん切り、手で細かく割った餅を加えてよくまぜ、8等分にする。
1.のキャベツで2.のタネをきっちり包み、巻き終わりを楊枝で止める。同様にあと7個作る。
巻き終わりを下にして鍋に並べ入れ、Aを注ぎ、中火で煮立てる。弱火にして落としブタをのせ10分煮る。白みそを味を見ながら溶いて火を消し、フタをして5分置く。",落とし蓋には余分にはがしたキャベツの葉を使うのがおすすめで、そのまま和え物の具にも再利用できます。キャベツの芯は旨味が出るので一緒に煮込みましょう。また、餅は水に1時間ほど浸すと手で割ったり包丁で切ったりしやすくなります。,残ったキャベツは味噌汁やお好み焼きに活用しましょう。お好みで玉ねぎやニンジンを一緒に煮込んでポトフ風にアレンジするのもおすすめです。写真は型抜きしたニンジンを添えています。
そば粉たっぷりクッキー,https://www.osakafoodstyle.com/wp/wp-content/uploads/2018/05/d3256210ad50b1b06a282f1d6a09a776.jpg,https://www.osakafoodstyle.com/recipe/%e3%81%9d%e3%81%b0%e7%b2%89%e3%81%9f%e3%81%a3%e3%81%b7%e3%82%8a%e3%82%af%e3%83%83%e3%82%ad%e3%83%bc/,そば粉の独特な味と風味を存分に活かした、個性的でヘルシーなお菓子です。,無塩マーガリン 20g / 砂糖 20g / 卵 1個 / aそば粉 70g / a小麦粉 30g / aベーキングパウダー 小さじ1 / 甘納豆(またはレーズン) 20g,"ボウルに室温に戻したマーガリンと砂糖を入れて、泡だて器で白っぽくなるまで混ぜる。
溶き卵を加え、aをふるいながら加えてゴムベラで練り混ぜ、刻んだ甘納豆を加えてひとまとめにする。
ラップで棒状にまとめて包み、冷蔵庫で30分以上寝かせ、ラップをとって20等分にスライスする。
天板に並べて、180度に温めたオーブンで15分焼く。",そば粉の味がしっかりと感じられる仕上がりになるため、個性的な風味を楽しみたい方にぴったりです。甘納豆の代わりにレーズンを使っても美味しくいただけます。,全粒粉やライ麦などの独特な粉類が好きな方、ヘルシーなお菓子を好む方におすすめのレシピです。
蒸しなす,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/e7ec630c2d1c478b02fb664f36ee08b9-e1590389689903.jpg,https://www.osakafoodstyle.com/recipe/steamedeggplant5min/,あと1品が欲しい時、なす1本あれば5分で完成します。蒸し器を使わずフライパンで手軽に作れるのが特徴で、蒸し上がりはやや水っぽさのある仕上がりになります。,大阪なす 3本 / 濃口しょうゆ 適宜 / 削り節 適宜 / おろし生姜 適宜,"ナスのヘタを切り落とし、ガクをとる。縦に切り込みを4本入れる。
深さのあるフライパンにナスを並べ、水100ccを注いで蓋をして、強火にかける。
沸騰したら中火にして、(常にシュワシュワ音が鳴って、蒸気がフライパンいっぱいになっている) 5分蒸す。火を消し、冷めたらフライパンから取り出して、食べやすい大きさに切る。",まずは、おすすめの食べ方である「しょうゆ＆削り節(かつお節)＆おろし生姜」でいただくのが一番のおすすめです。,火力が強すぎてフライパンの底が焦げていないかどうか、蒸し始めて3分ほど経過したタイミングで一度確認してください。
梅みそ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/05/2d799a6bb0a07be47d2821f9c507d27d.jpg,https://www.osakafoodstyle.com/recipe/umemiso/,梅干しや梅酒よりも格段に早く、最短5日で出来上がる梅の保存食です。古来より薬として重宝されてきた梅の効能と、味噌の栄養成分を壊さず摂取できるよう加熱せずに作るのが特徴です。,梅 100g(大3個) / 味噌 50g / 砂糖 50g,"前日の準備：梅は流水で洗う。ヘタをとって、清潔なザルの上に並べ、上にふわっとペーパータオルをのせて乾かす。
梅が乾いたら、消毒済の清潔な容器に全ての材料を入れる。
直射日光の当たらない常温の場所で5日間置く。1日1回、容器ごと降り、味を均一にする。",長めに保存する場合は砂糖の分量を100gに増やしてください。砂糖の種類はお好みのもので構いません（黒砂糖などもおすすめです）。1日1回容器を振って味を馴染ませるのがポイントです。,保存方法は、作った当日〜5日後は常温、それ以降は冷蔵庫で保存してください。味噌の栄養成分を十分に摂取するため、蒸し野菜、冷しゃぶ、冷奴、冷やしうどんなど、加熱せずに和えて食べるのがおすすめです。
白身魚とトマトの煮付け,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/06/2615357e105542da508a35cdc351c215.png|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/06/acfd1a9d9e97b2cc77b9b0e352125d59-e1591576275771.jpg,https://www.osakafoodstyle.com/recipe/nhkwhitefishandtomato/,夏にぴったりな、たった5分で出来上がる魚の煮付けです。NHK「ぐるっと関西おひるまえ」にて紹介予定だったレシピで、忙しい時でも手軽に作れるのが特徴です。,"白身魚(タラなど) 2切 / 塩麹 小さじ1 / トマト 中玉1個 / 生姜スライス 10枚 / a(酒・水 各大さじ2, 昆布 2cm角) / 薄口しょうゆ 小さじ1","白身魚は塩麹を全体にも見込み、5分置く。(このまま1晩置いてもよい) トマトは4等分のくし切りにする。
鍋に1.の魚とトマト、生姜、aを入れ、落とし蓋(アルミホイルで代用◎)をして、強火にかける。沸騰したら、少しだけ火力を落として中火で5分煮る。
蓋を開けて、魚とトマトをお皿に取り出す。魚1切ずつに薄口しょうゆ小さじ1/2をかける。煮汁を大さじ3〜4ほどになるまで煮詰め、鍋の中身を魚とトマトの上にかける。あればオクラや、三度豆等、緑の野菜を飾る。",魚を煮た後に取り出し、仕上げに直接薄口醤油をかけ、煮詰めた煮汁を合わせることで、短時間でも味がぼやけず美味しく仕上がります。,白身魚は塩麹に一晩漬けておくと、よりしっとりと味が馴染みます。彩りに緑の野菜を添えるのがおすすめです。
朝の献立（ほうじ茶茶漬け・焼きピーマンの梅エノキのせ・温泉卵のチーズ＆オリーブオイルがけ）,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/06/280617d6f45b8db1458fa203e7ffa297.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/10/b76570da82396975c6b3f850f783418d-e1633928931488.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/10/af7d3e79c52b60508edaa9c5a11c0a28.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/10/d4100fd6ea071ae0bd4e8331dabae93a-e1633928995335.jpg,https://www.osakafoodstyle.com/recipe/nhkmorningdish/,蒸し暑い夏は、眠っている間に汗としてミネラルが出たりエネルギーが消費されているため、朝食で補給することが重要です。さらさらと食べやすく忙しい朝にぴったりの「お茶漬け」をメインに、野菜の小鉢とタンパク質を添えた、withコロナの食生活にも適した献立です。,ご飯 150g(茶碗1杯分) / ほうじ茶 適量（茶碗に高さ半分ほど） / しょうゆ 小さじ1/8〜1/4 / エノキダケ 1袋(200g) / 梅ぼし 1個 / みりん 大さじ1 / 水 大さじ1 / ピーマン 適宜 / 温泉卵 1個 / お好みのチーズ 50g / オリーブオイル 大さじ1/2〜1,"【ほうじ茶漬け】茶碗にご飯をよそい、ほうじ茶（冷やしたものでも、温かいものでも可）をかける。醤油を回しかけていただく。
【梅エノキを作る】えのきだけは根元の石づきを落とし、3等分に切って小鍋に入れる。種をとって叩いた梅ぼし、みりん、水を加えて、中火にかける。
菜箸で大きく混ぜながら、2分煮る。途中焦げ付いてきそうになったら、火を弱めたり、水を小さじ1〜2足して調整する。
【ピーマンを丸焼きにする】ピーマンを丸ごと魚焼きグリル、またはトースターに入れて、5分焼く。縦半分に切って、器によそい、梅えのきを適量かける。
【温泉卵の仕上げ】温泉卵1個を器によそい、お好みのチーズ50g、オリーブオイル大さじ1/2〜1をかける。",ほうじ茶漬けには、海苔やゆずこしょうを添えても美味しいです。温泉卵には、お好みで粗挽き黒胡椒をふってもアクセントになります。,NHK「ぐるっと関西おひるまえ」にて紹介されたレシピです。ミネラル補給と手軽さを両立した朝食メニューとなっています。
蒸しナスのアレンジ2レシピ（梅ダレ・はちみつ味噌）,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/06/72091fa4b58cde2d0f532bc06443ac05.jpg,https://www.osakafoodstyle.com/recipe/steamedeggplant5min2/,あと1品が欲しい時、なす1本あれば5分でできる手軽な蒸しナスの活用レシピです。,蒸しナス 1本分 / 梅ぼし(大きめ) 1個 / みりん 大さじ1 / 青ネギの小口切り ひとつかみ / みそ 大さじ1 / ハチミツ 小さじ1 / ごま油 小さじ1,"【梅ダレの作り方】梅ぼしはタネをとって、包丁で叩いてペースト状にする。
器に梅ぼし、みりん、青ネギを入れて混ぜる。
蒸しなすを長さ半分に切り、食べやすいように手でさく。(さけるチーズのように)
器に盛り、梅ダレをかける。
【はちみつ味噌の作り方】小ボウルに味噌、ハチミツ、ごま油を混ぜる。
蒸しなすを長さ半分に切り、食べやすいように手でさく。(さけるチーズのように)
器に盛り、はちみつ味噌をかける。",なすは「さけるチーズのように」手でさくことで、味が馴染みやすくなります。,2020年5月25日および6月9日のYouTube生配信にて紹介された、野菜を主役にした「なにわのおばんざい」レシピです。
たたき長芋とアジの三杯酢,https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/08/536c755a5d0ed129eb564e6025cbee86.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/08/74ac60435e91c445137c3b29089dbf2e.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2020/08/761283_m-e1599306841693.jpg,https://www.osakafoodstyle.com/recipe/searedchineseyamandrawhorsemackerel/,長芋のネバネバ成分である糖タンパク質が、夏疲れの胃腸の粘膜の表面をカバーして保護します。また、タンパク質分解酵素のプロテアーゼやデンプン分解酵素のアミラーゼを含んでいるため、弱った胃腸を助け、効率的な疲労回復をサポートします。,長芋 150g / アジ(刺身用) 半身 (切られているもの1パックでも可) / 塩 少々 / 酢 大さじ2 / 薄口しょうゆ 大さじ1/2 / みりん 大さじ1/2,"アジは薄いそぎ切りにして、まな板に広げ、薄く全体に塩をふる。長芋はポリ袋に入れて、すりこぎで叩き、とろろ状にする。※そぎ切りにして売っているアジを手に入れたら、調理時間がぐっと減ります！
アジと長芋を三杯酢で和えて、器によそう。",魚をそぎ切りにしたあとの「薄塩」は忘れないでください。醤油をダイレクトにつけて食べない料理なので、「薄塩」をしないと味がぼやけてしまいます。また、長芋はポリ袋に入れて叩くと、滑らずに調理でき、洗い物も出ない「楽チンとろろ」が出来上がります。,長芋に含まれる糖タンパク質、プロテアーゼ、アミラーゼが、夏の厳しい暑さで疲れた胃腸の回復を促します。
